age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,probability,rank
46,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.033526216,1584
37,services,married,high.school,no,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0.033493236,1585
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,4,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,0.033451986,1586
28,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.033429068,1587
43,technician,married,professional.course,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.033411246,1588
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0.03338327,1589
55,management,married,university.degree,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.03334995,1590
56,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.033286113,1591
44,technician,married,professional.course,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.033243425,1592
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.033208434,1593
43,unemployed,single,university.degree,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.033179663,1594
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.033175923,1595
40,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.033175852,1596
50,entrepreneur,married,university.degree,no,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0.033134367,1597
41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.033074044,1598
28,management,single,unknown,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.03297262,1599
33,services,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.032971233,1600
54,services,married,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.03283644,1601
30,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0.032822624,1602
49,services,married,high.school,no,no,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.03276605,1603
26,admin.,married,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.03269627,1604
48,admin.,married,high.school,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.03269409,1605
57,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0.032631848,1606
58,admin.,single,unknown,unknown,no,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.03261629,1607
58,retired,married,unknown,no,unknown,unknown,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.032547917,1608
34,technician,married,professional.course,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0.032518525,1609
60,retired,married,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.032496545,1610
44,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.03249043,1611
42,services,single,unknown,unknown,yes,no,telephone,jul,tue,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.03248614,1612
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.03247372,1613
39,management,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.032469008,1614
37,admin.,single,university.degree,no,yes,no,cellular,may,thu,6,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0.032409076,1615
42,technician,married,professional.course,unknown,yes,no,cellular,nov,mon,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,0.032406513,1616
39,technician,married,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.032370437,1617
41,admin.,married,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.032365583,1618
35,technician,single,high.school,no,no,no,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.032351192,1619
35,blue-collar,married,basic.4y,no,no,yes,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0.03227473,1620
52,services,divorced,high.school,unknown,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.03217356,1621
39,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.032145176,1622
44,housemaid,married,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.032116808,1623
25,unemployed,single,high.school,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.03211425,1624
23,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0.032105554,1625
31,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.03209041,1626
40,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.03208639,1627
47,services,married,high.school,no,no,yes,cellular,may,fri,2,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0.032077216,1628
35,technician,married,basic.6y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.032038458,1629
47,management,married,basic.9y,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.032034785,1630
24,blue-collar,single,high.school,no,unknown,unknown,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.03201956,1631
30,services,single,high.school,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0.031959593,1632
55,management,married,basic.9y,no,yes,no,telephone,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.03192309,1633
57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.03187743,1634
34,technician,married,professional.course,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.031873412,1635
44,admin.,single,basic.6y,unknown,no,no,telephone,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.031870637,1636
54,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0.03186988,1637
28,services,single,unknown,no,yes,no,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0.03185937,1638
50,admin.,married,high.school,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.031847805,1639
30,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.031846054,1640
59,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.031819887,1641
29,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.031817555,1642
53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.03177437,1643
31,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.03172855,1644
36,services,married,high.school,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.031710014,1645
40,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.03168381,1646
26,services,single,high.school,no,no,yes,cellular,jul,tue,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.031680644,1647
40,housemaid,single,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.03156869,1648
29,services,single,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.03154886,1649
50,self-employed,married,basic.4y,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0.03152327,1650
36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.03147189,1651
38,self-employed,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.03144959,1652
52,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0.031398654,1653
52,self-employed,married,basic.4y,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.031384494,1654
37,technician,single,basic.9y,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.031304874,1655
39,self-employed,married,basic.4y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.03124912,1656
38,technician,married,university.degree,unknown,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.031218642,1657
32,technician,married,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.031193774,1658
41,housemaid,married,university.degree,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.03115519,1659
31,unemployed,married,high.school,yes,no,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0.031109564,1660
36,services,married,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.031080117,1661
32,admin.,single,high.school,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.031021783,1662
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0.0309972,1663
35,housemaid,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.030976852,1664
28,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.030964196,1665
44,services,married,high.school,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0.030919807,1666
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.03089231,1667
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0.0308873,1668
43,technician,married,professional.course,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.030872844,1669
28,technician,divorced,professional.course,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.030843966,1670
39,blue-collar,single,university.degree,no,yes,no,cellular,may,wed,9,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0.030775534,1671
35,services,single,high.school,unknown,yes,yes,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.030703824,1672
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.030674234,1673
33,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.030645998,1674
31,admin.,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.030623391,1675
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.030548021,1676
31,services,married,high.school,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.03052153,1677
28,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.030501137,1678
24,admin.,single,basic.9y,no,yes,no,telephone,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.030481078,1679
57,technician,divorced,basic.4y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.030375933,1680
41,admin.,single,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.030324448,1681
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.030296236,1682
41,blue-collar,married,professional.course,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.030233245,1683
46,self-employed,married,basic.9y,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.030223634,1684
35,admin.,single,university.degree,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.030148624,1685
38,services,married,high.school,unknown,yes,no,cellular,may,thu,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0.030147187,1686
37,technician,single,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.030147063,1687
27,services,single,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.030068893,1688
28,admin.,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.030015042,1689
25,blue-collar,married,professional.course,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.030014826,1690
31,technician,married,professional.course,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0.029987859,1691
35,unknown,married,basic.9y,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.029873695,1692
35,housemaid,married,basic.4y,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.02985335,1693
53,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.029833373,1694
56,services,married,high.school,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.029829616,1695
50,admin.,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.029792804,1696
42,housemaid,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.029754587,1697
26,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.029742736,1698
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.02970984,1699
35,services,married,high.school,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.029663332,1700
28,services,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.029656168,1701
32,technician,married,professional.course,no,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.029608617,1702
32,services,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.029532108,1703
30,services,married,high.school,no,yes,no,cellular,nov,wed,4,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0.02949268,1704
53,housemaid,single,basic.4y,unknown,no,no,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.029490529,1705
56,services,married,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.029456895,1706
31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.029379139,1707
34,housemaid,married,high.school,unknown,yes,yes,cellular,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0.029373381,1708
40,blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.029295594,1709
30,services,single,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.02923295,1710
31,services,single,high.school,unknown,no,no,cellular,may,fri,2,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0.029226843,1711
44,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.029226435,1712
30,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.029212743,1713
49,admin.,single,unknown,unknown,unknown,unknown,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.029198458,1714
32,admin.,married,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.029187758,1715
32,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0.029123878,1716
51,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.029117793,1717
53,admin.,single,basic.6y,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.029108781,1718
33,admin.,divorced,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.02909706,1719
40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0.029020261,1720
59,technician,divorced,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.02896606,1721
40,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0.028931664,1722
54,technician,married,basic.9y,no,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.028927533,1723
34,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.028887028,1724
35,retired,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028831854,1725
30,technician,single,university.degree,unknown,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028792653,1726
40,technician,single,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.028768107,1727
41,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.028739259,1728
32,self-employed,single,professional.course,no,unknown,unknown,cellular,aug,tue,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.028738141,1729
37,admin.,divorced,high.school,unknown,yes,yes,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.028687447,1730
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.028678572,1731
46,self-employed,married,basic.9y,unknown,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0.028671427,1732
23,services,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.028620353,1733
35,technician,single,professional.course,unknown,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.028594803,1734
39,admin.,married,university.degree,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028558878,1735
35,unemployed,divorced,high.school,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.028538771,1736
44,blue-collar,single,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028534476,1737
22,services,single,basic.4y,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0.028527781,1738
51,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.02846435,1739
47,management,married,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028443392,1740
40,services,single,high.school,unknown,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0.028388975,1741
41,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.028346207,1742
34,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028337205,1743
55,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0.028296566,1744
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.028279316,1745
48,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.0282514,1746
52,services,divorced,high.school,no,unknown,unknown,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.028186757,1747
47,services,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.028152512,1748
47,technician,married,professional.course,no,no,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0.028109413,1749
28,technician,divorced,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.02807339,1750
25,blue-collar,married,high.school,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.028060948,1751
48,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.028046567,1752
29,blue-collar,single,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.027978985,1753
30,admin.,married,university.degree,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.027927468,1754
46,admin.,single,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.027917236,1755
50,management,married,basic.9y,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.02786923,1756
38,blue-collar,divorced,unknown,no,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.027823083,1757
51,management,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.027810078,1758
41,self-employed,married,high.school,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.027754877,1759
36,admin.,married,high.school,no,no,yes,cellular,jul,thu,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.02767539,1760
33,self-employed,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.027673239,1761
31,housemaid,married,basic.4y,no,no,yes,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0.027638633,1762
35,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.027588442,1763
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.027532792,1764
47,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.027478082,1765
52,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0.027376113,1766
24,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.027349597,1767
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.02729755,1768
30,services,married,basic.9y,no,no,yes,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0.027213365,1769
30,technician,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.027210485,1770
28,services,single,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.02714681,1771
49,technician,married,professional.course,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.02710289,1772
